,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.585 [0.548 - 0.622],0.560 [0.556 - 0.565],0.558 [0.493 - 0.626],0.560 [0.556 - 0.564],0.006 [0.005 - 0.007],0.118 [0.053 - 0.187],0.012 [0.010 - 0.014]
Demographic,0.566 [0.528 - 0.602],0.546 [0.541 - 0.550],0.548 [0.484 - 0.609],0.546 [0.541 - 0.550],0.006 [0.005 - 0.007],0.094 [0.027 - 0.156],0.011 [0.009 - 0.013]
Protein+Demographic,0.578 [0.543 - 0.615],0.549 [0.544 - 0.553],0.546 [0.483 - 0.612],0.549 [0.544 - 0.553],0.006 [0.005 - 0.007],0.096 [0.031 - 0.160],0.011 [0.009 - 0.013]
