,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.627 [0.579 - 0.674],0.579 [0.574 - 0.584],0.577 [0.489 - 0.659],0.579 [0.574 - 0.584],0.005 [0.004 - 0.006],0.156 [0.070 - 0.238],0.009 [0.007 - 0.012]
Demographic,0.529 [0.480 - 0.583],0.509 [0.504 - 0.514],0.507 [0.420 - 0.597],0.509 [0.504 - 0.514],0.004 [0.003 - 0.005],0.016 [-0.071 - 0.107],0.007 [0.005 - 0.009]
Protein+Demographic,0.626 [0.573 - 0.673],0.591 [0.586 - 0.596],0.594 [0.504 - 0.672],0.591 [0.586 - 0.596],0.005 [0.004 - 0.006],0.185 [0.094 - 0.265],0.010 [0.008 - 0.012]
