,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.778 [0.760 - 0.793],0.713 [0.709 - 0.717],0.713 [0.680 - 0.746],0.713 [0.709 - 0.717],0.035 [0.032 - 0.038],0.426 [0.394 - 0.460],0.067 [0.062 - 0.072]
Demographic,0.699 [0.682 - 0.718],0.651 [0.647 - 0.655],0.651 [0.614 - 0.684],0.651 [0.646 - 0.655],0.026 [0.024 - 0.029],0.301 [0.265 - 0.335],0.051 [0.047 - 0.055]
Protein+Demographic,0.783 [0.766 - 0.799],0.724 [0.720 - 0.728],0.724 [0.693 - 0.756],0.724 [0.720 - 0.728],0.037 [0.034 - 0.040],0.447 [0.415 - 0.479],0.070 [0.065 - 0.075]
