,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.611 [0.575 - 0.644],0.567 [0.561 - 0.572],0.566 [0.505 - 0.633],0.567 [0.561 - 0.572],0.010 [0.008 - 0.012],0.132 [0.070 - 0.200],0.020 [0.017 - 0.024]
Demographic,0.554 [0.515 - 0.595],0.544 [0.538 - 0.550],0.547 [0.474 - 0.618],0.544 [0.538 - 0.550],0.009 [0.008 - 0.011],0.092 [0.019 - 0.162],0.018 [0.015 - 0.022]
Protein+Demographic,0.605 [0.570 - 0.641],0.567 [0.561 - 0.572],0.564 [0.495 - 0.628],0.567 [0.561 - 0.572],0.010 [0.008 - 0.012],0.131 [0.061 - 0.196],0.020 [0.016 - 0.023]
