,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.641 [0.588 - 0.690],0.597 [0.592 - 0.602],0.602 [0.515 - 0.682],0.597 [0.592 - 0.602],0.004 [0.003 - 0.005],0.199 [0.113 - 0.280],0.008 [0.006 - 0.010]
Demographic,0.492 [0.443 - 0.540],0.505 [0.501 - 0.510],0.504 [0.415 - 0.591],0.505 [0.501 - 0.510],0.003 [0.002 - 0.003],0.009 [-0.078 - 0.097],0.006 [0.004 - 0.007]
Protein+Demographic,0.626 [0.571 - 0.675],0.568 [0.564 - 0.573],0.569 [0.484 - 0.658],0.569 [0.564 - 0.573],0.004 [0.003 - 0.005],0.137 [0.052 - 0.227],0.007 [0.006 - 0.009]
