,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.722 [0.709 - 0.737],0.656 [0.652 - 0.661],0.656 [0.631 - 0.682],0.656 [0.652 - 0.661],0.051 [0.048 - 0.054],0.312 [0.288 - 0.338],0.094 [0.089 - 0.100]
Demographic,0.656 [0.642 - 0.671],0.613 [0.609 - 0.617],0.613 [0.589 - 0.640],0.613 [0.609 - 0.617],0.043 [0.040 - 0.045],0.226 [0.200 - 0.253],0.080 [0.075 - 0.085]
Protein+Demographic,0.723 [0.709 - 0.737],0.659 [0.655 - 0.664],0.659 [0.635 - 0.684],0.659 [0.656 - 0.664],0.052 [0.048 - 0.055],0.319 [0.294 - 0.344],0.096 [0.090 - 0.101]
