,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.618 [0.606 - 0.631],0.589 [0.584 - 0.593],0.589 [0.569 - 0.610],0.588 [0.584 - 0.593],0.056 [0.053 - 0.060],0.177 [0.157 - 0.199],0.103 [0.098 - 0.108]
Demographic,0.578 [0.564 - 0.590],0.556 [0.552 - 0.560],0.556 [0.532 - 0.576],0.556 [0.552 - 0.560],0.050 [0.047 - 0.053],0.112 [0.089 - 0.133],0.091 [0.086 - 0.096]
Protein+Demographic,0.620 [0.607 - 0.632],0.590 [0.586 - 0.595],0.591 [0.572 - 0.612],0.590 [0.586 - 0.595],0.057 [0.054 - 0.060],0.181 [0.162 - 0.202],0.104 [0.099 - 0.109]
