,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.779 [0.723 - 0.831],0.704 [0.700 - 0.709],0.711 [0.618 - 0.800],0.704 [0.700 - 0.708],0.006 [0.005 - 0.008],0.415 [0.321 - 0.503],0.013 [0.010 - 0.016]
Demographic,0.718 [0.664 - 0.770],0.662 [0.657 - 0.667],0.659 [0.567 - 0.750],0.662 [0.657 - 0.667],0.005 [0.004 - 0.007],0.320 [0.229 - 0.414],0.010 [0.008 - 0.013]
Protein+Demographic,0.778 [0.721 - 0.832],0.717 [0.712 - 0.721],0.719 [0.628 - 0.811],0.717 [0.712 - 0.721],0.007 [0.005 - 0.009],0.435 [0.345 - 0.527],0.014 [0.011 - 0.017]
