,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.733 [0.706 - 0.761],0.683 [0.679 - 0.688],0.682 [0.628 - 0.732],0.683 [0.679 - 0.688],0.016 [0.014 - 0.019],0.365 [0.311 - 0.416],0.032 [0.028 - 0.036]
Demographic,0.725 [0.699 - 0.750],0.667 [0.662 - 0.672],0.665 [0.611 - 0.716],0.667 [0.662 - 0.672],0.015 [0.013 - 0.017],0.333 [0.278 - 0.383],0.030 [0.026 - 0.034]
Protein+Demographic,0.741 [0.713 - 0.769],0.687 [0.682 - 0.692],0.689 [0.634 - 0.742],0.687 [0.682 - 0.691],0.017 [0.014 - 0.019],0.376 [0.321 - 0.429],0.033 [0.028 - 0.037]
