,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.789 [0.780 - 0.798],0.718 [0.714 - 0.722],0.719 [0.698 - 0.741],0.718 [0.714 - 0.722],0.099 [0.094 - 0.104],0.437 [0.416 - 0.459],0.174 [0.166 - 0.182]
Demographic,0.800 [0.792 - 0.809],0.734 [0.730 - 0.738],0.735 [0.715 - 0.755],0.734 [0.730 - 0.738],0.106 [0.101 - 0.112],0.469 [0.449 - 0.490],0.186 [0.178 - 0.194]
Protein+Demographic,0.805 [0.797 - 0.813],0.735 [0.731 - 0.739],0.736 [0.714 - 0.755],0.735 [0.731 - 0.739],0.107 [0.102 - 0.112],0.471 [0.449 - 0.490],0.186 [0.178 - 0.195]
