,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.708 [0.693 - 0.724],0.653 [0.648 - 0.657],0.653 [0.624 - 0.681],0.653 [0.647 - 0.657],0.050 [0.046 - 0.053],0.305 [0.276 - 0.334],0.092 [0.086 - 0.099]
Demographic,0.678 [0.662 - 0.693],0.634 [0.629 - 0.638],0.633 [0.603 - 0.661],0.634 [0.629 - 0.638],0.046 [0.043 - 0.049],0.266 [0.237 - 0.296],0.086 [0.080 - 0.092]
Protein+Demographic,0.717 [0.702 - 0.733],0.656 [0.651 - 0.661],0.656 [0.627 - 0.683],0.656 [0.651 - 0.661],0.050 [0.047 - 0.054],0.312 [0.282 - 0.340],0.094 [0.087 - 0.100]
