,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.765 [0.735 - 0.795],0.689 [0.684 - 0.694],0.690 [0.636 - 0.743],0.689 [0.684 - 0.694],0.017 [0.015 - 0.019],0.379 [0.324 - 0.432],0.034 [0.029 - 0.038]
Demographic,0.629 [0.597 - 0.659],0.601 [0.596 - 0.606],0.600 [0.539 - 0.659],0.601 [0.596 - 0.606],0.012 [0.010 - 0.013],0.202 [0.142 - 0.260],0.023 [0.019 - 0.026]
Protein+Demographic,0.775 [0.747 - 0.805],0.706 [0.702 - 0.711],0.704 [0.649 - 0.758],0.706 [0.702 - 0.711],0.019 [0.016 - 0.021],0.410 [0.354 - 0.463],0.036 [0.031 - 0.041]
