,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.610 [0.556 - 0.663],0.587 [0.582 - 0.591],0.583 [0.486 - 0.672],0.587 [0.582 - 0.591],0.003 [0.002 - 0.004],0.169 [0.072 - 0.259],0.006 [0.005 - 0.008]
Demographic,0.534 [0.483 - 0.583],0.522 [0.517 - 0.526],0.521 [0.430 - 0.614],0.522 [0.517 - 0.526],0.002 [0.002 - 0.003],0.043 [-0.048 - 0.133],0.005 [0.004 - 0.006]
Protein+Demographic,0.586 [0.529 - 0.641],0.554 [0.549 - 0.558],0.555 [0.465 - 0.652],0.554 [0.549 - 0.558],0.003 [0.002 - 0.004],0.109 [0.021 - 0.205],0.006 [0.004 - 0.007]
