,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.636 [0.626 - 0.647],0.594 [0.590 - 0.598],0.594 [0.576 - 0.612],0.594 [0.590 - 0.598],0.079 [0.076 - 0.083],0.188 [0.169 - 0.207],0.140 [0.134 - 0.146]
Demographic,0.596 [0.586 - 0.607],0.572 [0.568 - 0.576],0.571 [0.553 - 0.589],0.572 [0.567 - 0.576],0.073 [0.070 - 0.076],0.143 [0.124 - 0.161],0.129 [0.124 - 0.135]
Protein+Demographic,0.640 [0.630 - 0.651],0.598 [0.594 - 0.601],0.598 [0.580 - 0.616],0.598 [0.593 - 0.602],0.080 [0.077 - 0.084],0.195 [0.177 - 0.215],0.142 [0.136 - 0.148]
