,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.543 [0.514 - 0.571],0.533 [0.529 - 0.537],0.535 [0.487 - 0.581],0.533 [0.529 - 0.537],0.009 [0.008 - 0.011],0.068 [0.020 - 0.114],0.019 [0.016 - 0.021]
Demographic,0.586 [0.558 - 0.613],0.560 [0.556 - 0.564],0.562 [0.512 - 0.609],0.560 [0.556 - 0.564],0.011 [0.009 - 0.012],0.122 [0.072 - 0.169],0.021 [0.018 - 0.023]
Protein+Demographic,0.569 [0.541 - 0.596],0.555 [0.550 - 0.559],0.558 [0.509 - 0.602],0.555 [0.550 - 0.559],0.010 [0.009 - 0.012],0.113 [0.065 - 0.157],0.020 [0.018 - 0.023]
