,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.664 [0.621 - 0.707],0.624 [0.620 - 0.629],0.629 [0.555 - 0.703],0.624 [0.620 - 0.629],0.006 [0.004 - 0.007],0.252 [0.178 - 0.327],0.011 [0.009 - 0.013]
Demographic,0.555 [0.509 - 0.603],0.555 [0.551 - 0.559],0.555 [0.481 - 0.632],0.555 [0.551 - 0.559],0.004 [0.003 - 0.005],0.109 [0.033 - 0.188],0.008 [0.007 - 0.010]
Protein+Demographic,0.644 [0.603 - 0.690],0.630 [0.626 - 0.634],0.622 [0.550 - 0.694],0.630 [0.626 - 0.634],0.006 [0.005 - 0.007],0.252 [0.179 - 0.326],0.011 [0.009 - 0.013]
