,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.649 [0.608 - 0.692],0.598 [0.593 - 0.604],0.592 [0.521 - 0.665],0.598 [0.593 - 0.604],0.009 [0.008 - 0.011],0.190 [0.120 - 0.265],0.019 [0.015 - 0.022]
Demographic,0.447 [0.410 - 0.487],0.457 [0.450 - 0.462],0.456 [0.382 - 0.530],0.457 [0.450 - 0.462],0.005 [0.004 - 0.007],-0.088 [-0.162 - -0.012],0.011 [0.008 - 0.013]
Protein+Demographic,0.651 [0.611 - 0.695],0.602 [0.597 - 0.608],0.603 [0.534 - 0.676],0.603 [0.597 - 0.608],0.010 [0.008 - 0.012],0.206 [0.138 - 0.278],0.019 [0.016 - 0.023]
