,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.735 [0.689 - 0.782],0.686 [0.682 - 0.690],0.687 [0.605 - 0.771],0.686 [0.682 - 0.690],0.005 [0.004 - 0.006],0.373 [0.289 - 0.457],0.010 [0.008 - 0.013]
Demographic,0.745 [0.703 - 0.781],0.675 [0.671 - 0.679],0.676 [0.586 - 0.750],0.675 [0.671 - 0.679],0.005 [0.004 - 0.006],0.351 [0.259 - 0.425],0.010 [0.008 - 0.012]
Protein+Demographic,0.795 [0.756 - 0.832],0.719 [0.715 - 0.723],0.720 [0.631 - 0.798],0.719 [0.715 - 0.723],0.006 [0.005 - 0.007],0.439 [0.350 - 0.518],0.012 [0.010 - 0.014]
