,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.769 [0.745 - 0.791],0.700 [0.696 - 0.704],0.700 [0.654 - 0.744],0.700 [0.696 - 0.704],0.018 [0.016 - 0.020],0.399 [0.353 - 0.444],0.035 [0.031 - 0.039]
Demographic,0.708 [0.684 - 0.732],0.644 [0.640 - 0.648],0.642 [0.596 - 0.689],0.644 [0.640 - 0.648],0.014 [0.012 - 0.016],0.286 [0.240 - 0.333],0.027 [0.024 - 0.031]
Protein+Demographic,0.769 [0.744 - 0.791],0.699 [0.695 - 0.703],0.700 [0.657 - 0.741],0.699 [0.695 - 0.703],0.018 [0.016 - 0.020],0.398 [0.356 - 0.441],0.035 [0.031 - 0.039]
