,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.758 [0.728 - 0.787],0.697 [0.693 - 0.702],0.697 [0.649 - 0.746],0.697 [0.693 - 0.702],0.019 [0.017 - 0.022],0.394 [0.347 - 0.442],0.038 [0.033 - 0.042]
Demographic,0.703 [0.676 - 0.727],0.652 [0.648 - 0.657],0.655 [0.603 - 0.703],0.652 [0.648 - 0.657],0.016 [0.014 - 0.018],0.307 [0.253 - 0.356],0.031 [0.027 - 0.035]
Protein+Demographic,0.784 [0.757 - 0.808],0.716 [0.712 - 0.720],0.716 [0.668 - 0.762],0.716 [0.712 - 0.720],0.021 [0.019 - 0.024],0.432 [0.384 - 0.479],0.041 [0.036 - 0.046]
