,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.712 [0.693 - 0.728],0.655 [0.651 - 0.660],0.655 [0.625 - 0.686],0.655 [0.651 - 0.660],0.035 [0.032 - 0.038],0.310 [0.281 - 0.341],0.067 [0.062 - 0.071]
Demographic,0.767 [0.751 - 0.782],0.697 [0.692 - 0.700],0.697 [0.669 - 0.724],0.697 [0.692 - 0.700],0.042 [0.039 - 0.045],0.394 [0.365 - 0.421],0.079 [0.074 - 0.085]
Protein+Demographic,0.775 [0.759 - 0.790],0.707 [0.703 - 0.711],0.705 [0.676 - 0.734],0.707 [0.703 - 0.711],0.044 [0.041 - 0.047],0.413 [0.383 - 0.441],0.083 [0.077 - 0.088]
