,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.861 [0.833 - 0.886],0.768 [0.764 - 0.772],0.767 [0.710 - 0.821],0.768 [0.764 - 0.772],0.015 [0.013 - 0.018],0.535 [0.478 - 0.589],0.030 [0.025 - 0.034]
Demographic,0.718 [0.684 - 0.751],0.662 [0.658 - 0.666],0.664 [0.603 - 0.732],0.662 [0.658 - 0.666],0.009 [0.008 - 0.011],0.326 [0.265 - 0.396],0.018 [0.015 - 0.021]
Protein+Demographic,0.861 [0.833 - 0.886],0.776 [0.772 - 0.779],0.776 [0.720 - 0.830],0.776 [0.772 - 0.779],0.016 [0.014 - 0.018],0.552 [0.495 - 0.606],0.031 [0.027 - 0.036]
