,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.721 [0.712 - 0.731],0.662 [0.658 - 0.666],0.662 [0.644 - 0.680],0.662 [0.658 - 0.667],0.102 [0.097 - 0.106],0.325 [0.306 - 0.343],0.176 [0.169 - 0.184]
Demographic,0.675 [0.664 - 0.684],0.632 [0.628 - 0.636],0.632 [0.614 - 0.650],0.632 [0.627 - 0.636],0.090 [0.087 - 0.094],0.264 [0.245 - 0.283],0.158 [0.152 - 0.164]
Protein+Demographic,0.724 [0.714 - 0.733],0.667 [0.663 - 0.671],0.667 [0.649 - 0.686],0.667 [0.663 - 0.671],0.104 [0.099 - 0.108],0.334 [0.316 - 0.352],0.180 [0.173 - 0.187]
