,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.725 [0.696 - 0.760],0.653 [0.649 - 0.657],0.652 [0.597 - 0.710],0.653 [0.649 - 0.657],0.009 [0.008 - 0.011],0.305 [0.250 - 0.363],0.018 [0.016 - 0.021]
Demographic,0.673 [0.640 - 0.708],0.614 [0.609 - 0.618],0.617 [0.556 - 0.677],0.614 [0.609 - 0.618],0.008 [0.007 - 0.009],0.230 [0.168 - 0.291],0.015 [0.013 - 0.018]
Protein+Demographic,0.731 [0.702 - 0.764],0.661 [0.656 - 0.665],0.660 [0.605 - 0.723],0.661 [0.656 - 0.665],0.010 [0.008 - 0.011],0.320 [0.265 - 0.383],0.019 [0.016 - 0.022]
