,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.495 [0.463 - 0.527],0.492 [0.488 - 0.496],0.491 [0.439 - 0.549],0.492 [0.488 - 0.496],0.006 [0.005 - 0.007],-0.017 [-0.070 - 0.039],0.011 [0.010 - 0.013]
Demographic,0.596 [0.567 - 0.628],0.563 [0.559 - 0.567],0.562 [0.508 - 0.619],0.563 [0.559 - 0.567],0.008 [0.006 - 0.009],0.125 [0.070 - 0.181],0.015 [0.013 - 0.017]
Protein+Demographic,0.542 [0.512 - 0.572],0.529 [0.524 - 0.533],0.526 [0.467 - 0.585],0.529 [0.524 - 0.533],0.007 [0.006 - 0.008],0.055 [-0.005 - 0.114],0.013 [0.011 - 0.015]
