,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.649 [0.614 - 0.681],0.604 [0.599 - 0.608],0.602 [0.539 - 0.656],0.604 [0.599 - 0.608],0.007 [0.006 - 0.008],0.206 [0.142 - 0.261],0.014 [0.012 - 0.016]
Demographic,0.513 [0.474 - 0.552],0.504 [0.500 - 0.508],0.502 [0.436 - 0.563],0.504 [0.500 - 0.508],0.005 [0.004 - 0.005],0.006 [-0.057 - 0.067],0.009 [0.008 - 0.011]
Protein+Demographic,0.643 [0.608 - 0.674],0.598 [0.594 - 0.602],0.598 [0.536 - 0.656],0.598 [0.594 - 0.602],0.007 [0.006 - 0.008],0.197 [0.134 - 0.253],0.013 [0.011 - 0.016]
