,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.757 [0.736 - 0.776],0.690 [0.687 - 0.694],0.693 [0.655 - 0.729],0.690 [0.686 - 0.694],0.026 [0.023 - 0.028],0.384 [0.345 - 0.420],0.049 [0.045 - 0.054]
Demographic,0.677 [0.654 - 0.698],0.627 [0.623 - 0.631],0.627 [0.588 - 0.664],0.627 [0.623 - 0.631],0.019 [0.018 - 0.021],0.254 [0.215 - 0.291],0.038 [0.034 - 0.041]
Protein+Demographic,0.762 [0.741 - 0.781],0.693 [0.689 - 0.697],0.693 [0.658 - 0.728],0.693 [0.689 - 0.697],0.026 [0.024 - 0.028],0.387 [0.350 - 0.422],0.050 [0.046 - 0.054]
