,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.786 [0.765 - 0.804],0.715 [0.711 - 0.720],0.712 [0.675 - 0.748],0.715 [0.711 - 0.720],0.035 [0.032 - 0.038],0.428 [0.389 - 0.463],0.066 [0.060 - 0.073]
Demographic,0.716 [0.697 - 0.736],0.658 [0.654 - 0.663],0.660 [0.623 - 0.697],0.658 [0.654 - 0.663],0.027 [0.025 - 0.030],0.319 [0.281 - 0.356],0.052 [0.047 - 0.057]
Protein+Demographic,0.789 [0.769 - 0.808],0.714 [0.710 - 0.719],0.715 [0.679 - 0.749],0.714 [0.710 - 0.719],0.035 [0.032 - 0.038],0.429 [0.393 - 0.464],0.066 [0.060 - 0.073]
