,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.620 [0.567 - 0.667],0.568 [0.561 - 0.574],0.574 [0.482 - 0.659],0.568 [0.561 - 0.575],0.008 [0.006 - 0.010],0.142 [0.049 - 0.228],0.015 [0.012 - 0.019]
Demographic,0.596 [0.548 - 0.643],0.569 [0.562 - 0.576],0.572 [0.482 - 0.667],0.569 [0.562 - 0.576],0.008 [0.006 - 0.010],0.141 [0.053 - 0.235],0.015 [0.012 - 0.019]
Protein+Demographic,0.640 [0.592 - 0.689],0.601 [0.594 - 0.608],0.609 [0.521 - 0.692],0.601 [0.594 - 0.608],0.009 [0.007 - 0.011],0.209 [0.122 - 0.292],0.017 [0.014 - 0.022]
