,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.608 [0.574 - 0.640],0.564 [0.556 - 0.570],0.564 [0.498 - 0.622],0.564 [0.557 - 0.570],0.018 [0.015 - 0.020],0.128 [0.064 - 0.189],0.034 [0.029 - 0.039]
Demographic,0.644 [0.608 - 0.676],0.610 [0.604 - 0.617],0.611 [0.552 - 0.670],0.610 [0.604 - 0.617],0.021 [0.018 - 0.025],0.221 [0.160 - 0.281],0.041 [0.035 - 0.048]
Protein+Demographic,0.634 [0.599 - 0.665],0.599 [0.593 - 0.607],0.601 [0.540 - 0.655],0.599 [0.593 - 0.607],0.020 [0.017 - 0.023],0.200 [0.139 - 0.255],0.040 [0.034 - 0.045]
