,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.702 [0.641 - 0.758],0.656 [0.652 - 0.660],0.647 [0.555 - 0.735],0.656 [0.652 - 0.660],0.004 [0.003 - 0.005],0.303 [0.211 - 0.390],0.008 [0.006 - 0.010]
Demographic,0.515 [0.460 - 0.568],0.514 [0.509 - 0.517],0.512 [0.414 - 0.612],0.513 [0.509 - 0.517],0.002 [0.002 - 0.003],0.026 [-0.071 - 0.128],0.005 [0.003 - 0.006]
Protein+Demographic,0.714 [0.653 - 0.769],0.674 [0.670 - 0.678],0.675 [0.588 - 0.755],0.674 [0.670 - 0.678],0.004 [0.003 - 0.006],0.350 [0.264 - 0.430],0.009 [0.007 - 0.011]
