,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.674 [0.664 - 0.684],0.624 [0.619 - 0.628],0.623 [0.606 - 0.640],0.624 [0.619 - 0.628],0.107 [0.102 - 0.111],0.246 [0.230 - 0.263],0.182 [0.176 - 0.190]
Demographic,0.667 [0.656 - 0.676],0.618 [0.613 - 0.622],0.618 [0.601 - 0.635],0.618 [0.613 - 0.622],0.104 [0.100 - 0.109],0.236 [0.218 - 0.254],0.179 [0.172 - 0.185]
Protein+Demographic,0.692 [0.683 - 0.702],0.636 [0.632 - 0.640],0.635 [0.619 - 0.652],0.636 [0.632 - 0.640],0.112 [0.107 - 0.117],0.272 [0.255 - 0.290],0.190 [0.183 - 0.198]
