,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.602 [0.580 - 0.621],0.578 [0.573 - 0.582],0.578 [0.540 - 0.611],0.578 [0.574 - 0.582],0.019 [0.017 - 0.021],0.155 [0.118 - 0.191],0.037 [0.033 - 0.041]
Demographic,0.655 [0.638 - 0.671],0.609 [0.604 - 0.613],0.608 [0.575 - 0.642],0.609 [0.604 - 0.613],0.022 [0.020 - 0.024],0.217 [0.183 - 0.251],0.042 [0.038 - 0.046]
Protein+Demographic,0.669 [0.651 - 0.687],0.614 [0.610 - 0.618],0.614 [0.578 - 0.648],0.614 [0.610 - 0.618],0.022 [0.020 - 0.024],0.229 [0.192 - 0.263],0.043 [0.039 - 0.047]
