,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.874 [0.854 - 0.894],0.787 [0.784 - 0.791],0.787 [0.740 - 0.829],0.787 [0.784 - 0.791],0.024 [0.021 - 0.027],0.574 [0.528 - 0.616],0.047 [0.041 - 0.052]
Demographic,0.842 [0.820 - 0.861],0.778 [0.774 - 0.782],0.778 [0.731 - 0.822],0.778 [0.774 - 0.782],0.023 [0.020 - 0.026],0.556 [0.509 - 0.600],0.045 [0.039 - 0.050]
Protein+Demographic,0.881 [0.861 - 0.900],0.805 [0.802 - 0.808],0.805 [0.760 - 0.847],0.805 [0.802 - 0.808],0.027 [0.024 - 0.030],0.610 [0.565 - 0.652],0.052 [0.046 - 0.058]
