,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.563 [0.535 - 0.590],0.542 [0.537 - 0.546],0.542 [0.490 - 0.593],0.542 [0.537 - 0.546],0.011 [0.009 - 0.012],0.083 [0.031 - 0.137],0.021 [0.018 - 0.024]
Demographic,0.632 [0.603 - 0.661],0.607 [0.602 - 0.612],0.608 [0.558 - 0.659],0.607 [0.602 - 0.612],0.014 [0.012 - 0.016],0.215 [0.165 - 0.266],0.027 [0.024 - 0.031]
Protein+Demographic,0.612 [0.585 - 0.638],0.572 [0.568 - 0.577],0.573 [0.523 - 0.622],0.572 [0.568 - 0.577],0.012 [0.011 - 0.014],0.145 [0.096 - 0.194],0.024 [0.021 - 0.027]
