,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.839 [0.820 - 0.859],0.765 [0.761 - 0.768],0.765 [0.724 - 0.805],0.765 [0.761 - 0.768],0.026 [0.023 - 0.029],0.529 [0.489 - 0.571],0.050 [0.045 - 0.055]
Demographic,0.767 [0.745 - 0.788],0.694 [0.690 - 0.698],0.696 [0.652 - 0.738],0.694 [0.690 - 0.698],0.018 [0.016 - 0.020],0.390 [0.346 - 0.433],0.036 [0.032 - 0.040]
Protein+Demographic,0.838 [0.817 - 0.857],0.769 [0.766 - 0.773],0.770 [0.729 - 0.810],0.769 [0.766 - 0.773],0.027 [0.024 - 0.029],0.539 [0.498 - 0.580],0.052 [0.046 - 0.057]
