,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.635 [0.624 - 0.645],0.600 [0.596 - 0.605],0.600 [0.583 - 0.617],0.600 [0.596 - 0.605],0.079 [0.075 - 0.083],0.200 [0.182 - 0.217],0.139 [0.133 - 0.145]
Demographic,0.617 [0.606 - 0.627],0.582 [0.578 - 0.586],0.582 [0.564 - 0.600],0.582 [0.578 - 0.586],0.074 [0.070 - 0.077],0.164 [0.147 - 0.183],0.131 [0.125 - 0.137]
Protein+Demographic,0.647 [0.637 - 0.659],0.612 [0.608 - 0.616],0.611 [0.595 - 0.629],0.612 [0.607 - 0.616],0.082 [0.079 - 0.086],0.223 [0.206 - 0.241],0.145 [0.139 - 0.152]
