,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.868 [0.861 - 0.876],0.782 [0.779 - 0.786],0.782 [0.764 - 0.801],0.782 [0.779 - 0.786],0.116 [0.111 - 0.122],0.564 [0.546 - 0.584],0.202 [0.193 - 0.211]
Demographic,0.854 [0.847 - 0.861],0.765 [0.761 - 0.769],0.765 [0.746 - 0.784],0.765 [0.761 - 0.769],0.106 [0.102 - 0.112],0.530 [0.511 - 0.549],0.187 [0.179 - 0.195]
Protein+Demographic,0.890 [0.884 - 0.896],0.803 [0.799 - 0.806],0.802 [0.786 - 0.821],0.803 [0.799 - 0.806],0.130 [0.123 - 0.136],0.605 [0.589 - 0.624],0.223 [0.214 - 0.233]
