,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.618 [0.583 - 0.654],0.580 [0.576 - 0.584],0.580 [0.526 - 0.637],0.580 [0.576 - 0.584],0.008 [0.006 - 0.009],0.160 [0.104 - 0.216],0.015 [0.013 - 0.017]
Demographic,0.540 [0.506 - 0.572],0.531 [0.527 - 0.536],0.530 [0.470 - 0.592],0.531 [0.527 - 0.536],0.006 [0.005 - 0.007],0.062 [0.002 - 0.123],0.012 [0.010 - 0.014]
Protein+Demographic,0.625 [0.590 - 0.660],0.583 [0.579 - 0.587],0.578 [0.527 - 0.637],0.583 [0.579 - 0.587],0.008 [0.006 - 0.009],0.161 [0.111 - 0.221],0.015 [0.013 - 0.017]
