,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.431 [0.393 - 0.467],0.448 [0.444 - 0.452],0.448 [0.387 - 0.504],0.448 [0.444 - 0.453],0.004 [0.004 - 0.005],-0.104 [-0.165 - -0.048],0.009 [0.007 - 0.010]
Demographic,0.510 [0.474 - 0.546],0.507 [0.503 - 0.511],0.504 [0.444 - 0.562],0.507 [0.503 - 0.511],0.005 [0.005 - 0.006],0.010 [-0.050 - 0.068],0.011 [0.009 - 0.012]
Protein+Demographic,0.440 [0.404 - 0.475],0.453 [0.449 - 0.457],0.456 [0.397 - 0.512],0.453 [0.449 - 0.457],0.004 [0.004 - 0.005],-0.092 [-0.151 - -0.035],0.009 [0.007 - 0.010]
