,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.687 [0.650 - 0.728],0.627 [0.623 - 0.631],0.633 [0.562 - 0.706],0.627 [0.623 - 0.631],0.006 [0.005 - 0.007],0.260 [0.192 - 0.335],0.011 [0.009 - 0.013]
Demographic,0.659 [0.616 - 0.699],0.638 [0.634 - 0.642],0.640 [0.566 - 0.709],0.638 [0.634 - 0.642],0.006 [0.005 - 0.007],0.278 [0.204 - 0.348],0.012 [0.010 - 0.014]
Protein+Demographic,0.688 [0.647 - 0.729],0.643 [0.639 - 0.647],0.643 [0.572 - 0.717],0.643 [0.639 - 0.647],0.006 [0.005 - 0.007],0.287 [0.214 - 0.360],0.012 [0.010 - 0.014]
