,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.673 [0.664 - 0.681],0.627 [0.623 - 0.631],0.627 [0.612 - 0.642],0.627 [0.623 - 0.631],0.106 [0.101 - 0.110],0.254 [0.239 - 0.270],0.181 [0.174 - 0.187]
Demographic,0.655 [0.646 - 0.665],0.616 [0.612 - 0.620],0.617 [0.601 - 0.632],0.616 [0.612 - 0.620],0.101 [0.097 - 0.105],0.232 [0.216 - 0.249],0.174 [0.168 - 0.180]
Protein+Demographic,0.679 [0.671 - 0.688],0.633 [0.629 - 0.637],0.633 [0.618 - 0.649],0.633 [0.629 - 0.637],0.108 [0.104 - 0.112],0.267 [0.250 - 0.282],0.185 [0.178 - 0.191]
