,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.670 [0.628 - 0.708],0.628 [0.624 - 0.633],0.630 [0.559 - 0.699],0.628 [0.624 - 0.633],0.006 [0.005 - 0.007],0.258 [0.188 - 0.328],0.012 [0.009 - 0.014]
Demographic,0.715 [0.679 - 0.753],0.653 [0.649 - 0.658],0.654 [0.585 - 0.726],0.653 [0.649 - 0.658],0.007 [0.005 - 0.008],0.307 [0.238 - 0.380],0.013 [0.011 - 0.015]
Protein+Demographic,0.688 [0.649 - 0.727],0.629 [0.625 - 0.633],0.630 [0.555 - 0.698],0.629 [0.625 - 0.633],0.006 [0.005 - 0.007],0.259 [0.185 - 0.328],0.012 [0.010 - 0.014]
