,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.583 [0.558 - 0.611],0.563 [0.559 - 0.568],0.562 [0.516 - 0.610],0.563 [0.559 - 0.568],0.012 [0.010 - 0.013],0.125 [0.079 - 0.175],0.023 [0.020 - 0.026]
Demographic,0.567 [0.541 - 0.595],0.564 [0.560 - 0.569],0.565 [0.523 - 0.609],0.564 [0.560 - 0.569],0.012 [0.010 - 0.013],0.130 [0.088 - 0.175],0.023 [0.021 - 0.026]
Protein+Demographic,0.584 [0.559 - 0.614],0.563 [0.559 - 0.567],0.562 [0.518 - 0.611],0.563 [0.559 - 0.567],0.012 [0.010 - 0.013],0.125 [0.080 - 0.174],0.023 [0.020 - 0.026]
