,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.487 [0.428 - 0.540],0.494 [0.490 - 0.499],0.496 [0.399 - 0.591],0.494 [0.490 - 0.499],0.002 [0.002 - 0.003],-0.009 [-0.108 - 0.087],0.004 [0.003 - 0.005]
Demographic,0.573 [0.523 - 0.619],0.563 [0.558 - 0.567],0.562 [0.477 - 0.651],0.563 [0.558 - 0.567],0.003 [0.002 - 0.003],0.125 [0.038 - 0.213],0.006 [0.004 - 0.007]
Protein+Demographic,0.517 [0.461 - 0.569],0.526 [0.522 - 0.531],0.522 [0.436 - 0.616],0.526 [0.522 - 0.531],0.002 [0.002 - 0.003],0.048 [-0.038 - 0.142],0.005 [0.004 - 0.006]
