,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.767 [0.746 - 0.788],0.699 [0.695 - 0.703],0.698 [0.663 - 0.737],0.699 [0.695 - 0.703],0.023 [0.021 - 0.026],0.397 [0.360 - 0.437],0.045 [0.040 - 0.049]
Demographic,0.701 [0.676 - 0.725],0.656 [0.651 - 0.660],0.654 [0.614 - 0.695],0.656 [0.651 - 0.660],0.019 [0.017 - 0.021],0.309 [0.270 - 0.351],0.037 [0.033 - 0.041]
Protein+Demographic,0.779 [0.758 - 0.799],0.711 [0.707 - 0.715],0.709 [0.671 - 0.748],0.711 [0.707 - 0.715],0.025 [0.022 - 0.027],0.421 [0.383 - 0.460],0.047 [0.043 - 0.052]
