,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.554 [0.536 - 0.575],0.538 [0.533 - 0.542],0.536 [0.505 - 0.568],0.538 [0.533 - 0.542],0.020 [0.019 - 0.022],0.074 [0.043 - 0.107],0.039 [0.036 - 0.043]
Demographic,0.513 [0.494 - 0.531],0.508 [0.504 - 0.512],0.508 [0.474 - 0.538],0.508 [0.504 - 0.512],0.018 [0.017 - 0.020],0.016 [-0.019 - 0.047],0.035 [0.032 - 0.038]
Protein+Demographic,0.555 [0.537 - 0.575],0.533 [0.529 - 0.537],0.532 [0.502 - 0.566],0.533 [0.529 - 0.537],0.020 [0.018 - 0.022],0.065 [0.033 - 0.100],0.039 [0.035 - 0.042]
