,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.701 [0.653 - 0.742],0.659 [0.655 - 0.664],0.661 [0.587 - 0.728],0.659 [0.655 - 0.664],0.007 [0.006 - 0.008],0.321 [0.246 - 0.387],0.014 [0.011 - 0.016]
Demographic,0.499 [0.458 - 0.540],0.494 [0.490 - 0.499],0.491 [0.423 - 0.568],0.494 [0.490 - 0.499],0.004 [0.003 - 0.004],-0.013 [-0.083 - 0.063],0.007 [0.006 - 0.009]
Protein+Demographic,0.686 [0.639 - 0.731],0.644 [0.640 - 0.648],0.643 [0.574 - 0.712],0.644 [0.640 - 0.648],0.007 [0.005 - 0.008],0.287 [0.217 - 0.357],0.013 [0.011 - 0.015]
