,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.734 [0.692 - 0.771],0.699 [0.695 - 0.703],0.696 [0.627 - 0.765],0.699 [0.695 - 0.703],0.008 [0.006 - 0.009],0.394 [0.326 - 0.463],0.015 [0.013 - 0.018]
Demographic,0.720 [0.681 - 0.754],0.667 [0.663 - 0.671],0.671 [0.594 - 0.735],0.667 [0.663 - 0.671],0.007 [0.005 - 0.008],0.338 [0.261 - 0.402],0.013 [0.011 - 0.016]
Protein+Demographic,0.740 [0.700 - 0.778],0.689 [0.685 - 0.692],0.692 [0.618 - 0.755],0.689 [0.685 - 0.693],0.007 [0.006 - 0.009],0.380 [0.309 - 0.443],0.015 [0.012 - 0.017]
