,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.613 [0.587 - 0.639],0.575 [0.569 - 0.580],0.575 [0.529 - 0.620],0.575 [0.569 - 0.581],0.020 [0.018 - 0.023],0.150 [0.103 - 0.195],0.039 [0.034 - 0.044]
Demographic,0.577 [0.550 - 0.606],0.558 [0.552 - 0.564],0.558 [0.515 - 0.607],0.558 [0.552 - 0.564],0.019 [0.017 - 0.021],0.117 [0.073 - 0.166],0.036 [0.032 - 0.041]
Protein+Demographic,0.625 [0.599 - 0.651],0.593 [0.587 - 0.599],0.594 [0.545 - 0.638],0.593 [0.587 - 0.599],0.022 [0.019 - 0.024],0.186 [0.139 - 0.231],0.042 [0.037 - 0.047]
