,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.498 [0.448 - 0.544],0.479 [0.473 - 0.485],0.483 [0.401 - 0.565],0.479 [0.473 - 0.485],0.006 [0.004 - 0.007],-0.038 [-0.120 - 0.046],0.011 [0.009 - 0.014]
Demographic,0.541 [0.496 - 0.586],0.535 [0.529 - 0.541],0.536 [0.451 - 0.622],0.535 [0.529 - 0.541],0.007 [0.005 - 0.009],0.070 [-0.013 - 0.157],0.014 [0.011 - 0.017]
Protein+Demographic,0.511 [0.460 - 0.560],0.534 [0.528 - 0.540],0.533 [0.451 - 0.612],0.534 [0.528 - 0.540],0.007 [0.006 - 0.008],0.068 [-0.020 - 0.148],0.014 [0.011 - 0.017]
