,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.572 [0.525 - 0.616],0.557 [0.552 - 0.561],0.558 [0.474 - 0.642],0.557 [0.552 - 0.561],0.004 [0.003 - 0.004],0.115 [0.029 - 0.198],0.007 [0.006 - 0.009]
Demographic,0.653 [0.607 - 0.697],0.628 [0.624 - 0.632],0.627 [0.549 - 0.708],0.628 [0.624 - 0.632],0.005 [0.004 - 0.006],0.256 [0.177 - 0.336],0.010 [0.008 - 0.012]
Protein+Demographic,0.586 [0.540 - 0.629],0.563 [0.558 - 0.568],0.564 [0.476 - 0.641],0.563 [0.558 - 0.568],0.004 [0.003 - 0.005],0.127 [0.040 - 0.202],0.007 [0.006 - 0.009]
