,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.633 [0.600 - 0.667],0.597 [0.593 - 0.601],0.597 [0.537 - 0.657],0.597 [0.593 - 0.601],0.007 [0.006 - 0.009],0.194 [0.134 - 0.253],0.015 [0.012 - 0.017]
Demographic,0.620 [0.586 - 0.653],0.577 [0.573 - 0.582],0.574 [0.513 - 0.638],0.577 [0.573 - 0.582],0.007 [0.006 - 0.008],0.151 [0.089 - 0.214],0.014 [0.012 - 0.016]
Protein+Demographic,0.644 [0.612 - 0.676],0.606 [0.602 - 0.610],0.608 [0.547 - 0.669],0.606 [0.602 - 0.610],0.008 [0.007 - 0.009],0.214 [0.152 - 0.273],0.015 [0.013 - 0.018]
