,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.704 [0.689 - 0.719],0.649 [0.645 - 0.654],0.650 [0.626 - 0.676],0.649 [0.645 - 0.654],0.060 [0.056 - 0.064],0.299 [0.275 - 0.326],0.110 [0.103 - 0.116]
Demographic,0.631 [0.616 - 0.644],0.592 [0.588 - 0.597],0.592 [0.566 - 0.616],0.592 [0.588 - 0.597],0.048 [0.044 - 0.051],0.185 [0.156 - 0.209],0.088 [0.082 - 0.094]
Protein+Demographic,0.708 [0.693 - 0.723],0.648 [0.643 - 0.652],0.647 [0.623 - 0.673],0.648 [0.643 - 0.652],0.059 [0.055 - 0.063],0.294 [0.269 - 0.322],0.109 [0.102 - 0.115]
