,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.709 [0.666 - 0.753],0.639 [0.635 - 0.644],0.635 [0.564 - 0.709],0.639 [0.635 - 0.644],0.007 [0.006 - 0.008],0.274 [0.203 - 0.350],0.014 [0.012 - 0.017]
Demographic,0.666 [0.627 - 0.705],0.627 [0.622 - 0.632],0.628 [0.556 - 0.699],0.627 [0.622 - 0.631],0.007 [0.006 - 0.008],0.255 [0.183 - 0.325],0.013 [0.011 - 0.016]
Protein+Demographic,0.727 [0.688 - 0.766],0.646 [0.642 - 0.651],0.643 [0.569 - 0.716],0.646 [0.642 - 0.651],0.007 [0.006 - 0.009],0.290 [0.215 - 0.361],0.014 [0.012 - 0.017]
