,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.634 [0.594 - 0.672],0.608 [0.603 - 0.612],0.610 [0.541 - 0.677],0.608 [0.603 - 0.612],0.007 [0.006 - 0.008],0.218 [0.147 - 0.283],0.014 [0.011 - 0.017]
Demographic,0.666 [0.631 - 0.696],0.620 [0.615 - 0.625],0.620 [0.550 - 0.683],0.620 [0.615 - 0.625],0.007 [0.006 - 0.009],0.240 [0.168 - 0.304],0.015 [0.012 - 0.017]
Protein+Demographic,0.672 [0.637 - 0.707],0.637 [0.632 - 0.641],0.636 [0.570 - 0.701],0.637 [0.632 - 0.641],0.008 [0.007 - 0.009],0.272 [0.208 - 0.338],0.016 [0.013 - 0.019]
