,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.707 [0.660 - 0.752],0.648 [0.643 - 0.653],0.649 [0.567 - 0.728],0.648 [0.643 - 0.653],0.006 [0.005 - 0.008],0.297 [0.215 - 0.377],0.013 [0.010 - 0.015]
Demographic,0.662 [0.615 - 0.703],0.632 [0.627 - 0.637],0.636 [0.549 - 0.716],0.632 [0.627 - 0.637],0.006 [0.005 - 0.007],0.267 [0.182 - 0.348],0.012 [0.009 - 0.014]
Protein+Demographic,0.721 [0.674 - 0.765],0.681 [0.676 - 0.686],0.686 [0.607 - 0.764],0.681 [0.676 - 0.686],0.007 [0.006 - 0.009],0.367 [0.288 - 0.445],0.015 [0.012 - 0.018]
