,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.851 [0.808 - 0.891],0.773 [0.768 - 0.777],0.777 [0.698 - 0.851],0.773 [0.768 - 0.777],0.010 [0.008 - 0.013],0.550 [0.470 - 0.623],0.021 [0.017 - 0.025]
Demographic,0.765 [0.717 - 0.811],0.703 [0.699 - 0.708],0.704 [0.620 - 0.786],0.703 [0.699 - 0.708],0.007 [0.006 - 0.009],0.407 [0.324 - 0.489],0.014 [0.011 - 0.018]
Protein+Demographic,0.863 [0.825 - 0.901],0.769 [0.765 - 0.774],0.776 [0.702 - 0.852],0.769 [0.765 - 0.774],0.010 [0.008 - 0.012],0.546 [0.471 - 0.623],0.020 [0.016 - 0.025]
