,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.673 [0.612 - 0.729],0.600 [0.596 - 0.605],0.602 [0.511 - 0.686],0.600 [0.596 - 0.605],0.003 [0.002 - 0.004],0.202 [0.111 - 0.287],0.006 [0.005 - 0.008]
Demographic,0.570 [0.510 - 0.629],0.546 [0.542 - 0.551],0.544 [0.448 - 0.632],0.546 [0.542 - 0.551],0.002 [0.002 - 0.003],0.090 [-0.007 - 0.178],0.005 [0.004 - 0.006]
Protein+Demographic,0.667 [0.603 - 0.722],0.595 [0.591 - 0.599],0.602 [0.505 - 0.695],0.595 [0.591 - 0.599],0.003 [0.002 - 0.004],0.197 [0.102 - 0.292],0.006 [0.005 - 0.008]
