,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.667 [0.647 - 0.685],0.623 [0.618 - 0.627],0.622 [0.589 - 0.653],0.623 [0.618 - 0.627],0.025 [0.023 - 0.028],0.245 [0.212 - 0.276],0.049 [0.045 - 0.053]
Demographic,0.632 [0.613 - 0.649],0.607 [0.603 - 0.611],0.606 [0.573 - 0.637],0.607 [0.603 - 0.611],0.024 [0.022 - 0.026],0.213 [0.179 - 0.244],0.046 [0.042 - 0.050]
Protein+Demographic,0.669 [0.650 - 0.686],0.623 [0.619 - 0.627],0.622 [0.589 - 0.653],0.623 [0.619 - 0.627],0.025 [0.023 - 0.028],0.245 [0.212 - 0.277],0.049 [0.045 - 0.053]
