,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.744 [0.694 - 0.789],0.669 [0.665 - 0.674],0.664 [0.574 - 0.750],0.669 [0.665 - 0.674],0.005 [0.004 - 0.006],0.334 [0.245 - 0.421],0.010 [0.008 - 0.012]
Demographic,0.665 [0.610 - 0.714],0.627 [0.623 - 0.631],0.630 [0.537 - 0.720],0.627 [0.623 - 0.631],0.004 [0.003 - 0.005],0.257 [0.164 - 0.348],0.008 [0.006 - 0.010]
Protein+Demographic,0.751 [0.702 - 0.794],0.660 [0.655 - 0.664],0.667 [0.573 - 0.752],0.660 [0.655 - 0.664],0.005 [0.004 - 0.006],0.326 [0.234 - 0.411],0.010 [0.007 - 0.012]
