,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.679 [0.661 - 0.694],0.626 [0.621 - 0.631],0.626 [0.595 - 0.654],0.626 [0.621 - 0.631],0.043 [0.040 - 0.046],0.252 [0.220 - 0.280],0.081 [0.075 - 0.086]
Demographic,0.654 [0.637 - 0.671],0.616 [0.612 - 0.621],0.616 [0.586 - 0.645],0.617 [0.612 - 0.621],0.041 [0.038 - 0.045],0.233 [0.202 - 0.262],0.078 [0.072 - 0.083]
Protein+Demographic,0.685 [0.667 - 0.701],0.633 [0.628 - 0.638],0.633 [0.602 - 0.662],0.633 [0.628 - 0.638],0.044 [0.041 - 0.048],0.266 [0.236 - 0.296],0.083 [0.077 - 0.089]
