,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.640 [0.587 - 0.692],0.607 [0.603 - 0.611],0.606 [0.515 - 0.691],0.607 [0.603 - 0.611],0.004 [0.003 - 0.004],0.212 [0.121 - 0.296],0.007 [0.005 - 0.009]
Demographic,0.483 [0.431 - 0.542],0.476 [0.471 - 0.480],0.477 [0.392 - 0.571],0.476 [0.472 - 0.480],0.002 [0.002 - 0.003],-0.047 [-0.133 - 0.047],0.004 [0.003 - 0.005]
Protein+Demographic,0.620 [0.567 - 0.674],0.565 [0.561 - 0.569],0.589 [0.496 - 0.680],0.565 [0.561 - 0.569],0.003 [0.002 - 0.004],0.154 [0.063 - 0.245],0.006 [0.005 - 0.008]
