,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.590 [0.563 - 0.618],0.557 [0.553 - 0.561],0.556 [0.509 - 0.602],0.557 [0.553 - 0.561],0.009 [0.008 - 0.010],0.114 [0.065 - 0.159],0.018 [0.016 - 0.020]
Demographic,0.586 [0.556 - 0.613],0.578 [0.574 - 0.582],0.577 [0.527 - 0.626],0.578 [0.574 - 0.582],0.010 [0.009 - 0.011],0.155 [0.106 - 0.204],0.019 [0.017 - 0.022]
Protein+Demographic,0.604 [0.577 - 0.631],0.569 [0.565 - 0.573],0.568 [0.517 - 0.615],0.569 [0.565 - 0.573],0.010 [0.008 - 0.011],0.137 [0.084 - 0.185],0.019 [0.016 - 0.021]
